2004,50.61558,8.82896,27.63531,-8.52203,-2.66540,-16.09611,0.97581,1.52329,9.84304,-0.30199,-4.88592,-6.20300,20.39284,743.63337,1143.23069,667.55548,659.34475,338.33796,688.84465,300.22429,244.48355,183.59178,122.73346,364.10572,-23.68754,-249.83243,146.83770,2.44465,-0.15478,-110.98912,71.87340,65.42411,51.15515,-35.83931,39.94364,23.38076,47.86135,152.62485,-88.94130,71.41629,35.59042,25.96919,3.77151,-20.29033,2.71003,-0.00912,118.01372,166.23778,4.88955,1.83963,12.06046,38.69512,-6.58960,-30.89521,6.17255,-15.53142,37.29608,2.77595,-52.80482,-11.52968,-19.54545,0.10756,-9.88923,-88.77457,122.53153,35.54084,-47.00480,-10.24969,122.29449,17.54669,-16.21903,106.98513,25.53291,20.46178,-27.94922,8.54471,27.81597,123.90352,-55.78458,67.44788,3.83290,-51.75315,20.80262,90.34854,5.75091,-13.46852,204.90903,-1.02540,-126.56089
2004,50.83584,67.06287,14.01374,-7.21114,-16.82578,-18.90007,5.67591,6.62648,2.12835,5.44540,-6.48921,-3.04541,25.75199,1770.35713,953.93496,940.44388,567.98539,532.15958,508.45262,421.92859,224.99911,195.71878,236.06087,247.60479,94.38858,-514.97015,58.49025,25.12250,-47.06527,19.33264,50.06762,67.05841,-16.12389,-51.99875,10.68368,6.87692,-256.02055,-64.16535,-171.19801,90.76377,-13.73621,-25.19582,-58.44418,9.98287,-22.76470,-11.04112,170.95635,153.84992,24.27157,51.41104,-11.69837,45.95324,42.92086,-7.64915,-7.65478,-175.98596,206.22518,154.33400,-3.49225,10.78074,-37.10044,29.29837,-5.88222,-202.63904,-127.66292,22.94379,54.20025,-39.93290,101.15783,-28.80047,-10.35045,-50.03150,-42.28992,-22.32400,-40.61782,-10.96175,-7.01525,12.27692,-71.17124,8.26137,4.05698,49.00443,-24.82180,80.98706,-1.90682,48.78651,55.66755,9.61045,-2.61732
1968,43.46906,9.47320,3.78486,1.89751,12.68758,0.56869,9.19838,2.00039,4.03677,-7.47724,-4.60552,8.15036,31.97385,2587.51801,1775.52645,1912.04978,597.48356,1039.72371,572.77491,492.20092,396.79306,368.57029,396.53127,349.72494,26.90196,571.65352,-80.10318,-191.95971,4.71588,134.71297,48.89751,29.71760,49.16684,12.53559,-35.00239,64.29107,-169.73511,-213.24021,-569.40887,82.40867,49.46209,86.46494,-93.05795,2.51111,-27.49607,-27.40443,-191.84199,273.37038,-58.30855,93.13472,-5.92987,60.21778,13.92605,-5.09760,15.28832,104.99791,262.92180,-186.63280,112.10977,8.53815,25.00771,1.82677,26.89131,-167.00846,6.82075,43.45404,1.97013,-26.63826,24.45657,-12.41566,174.61739,-38.47227,35.97229,-61.43047,-18.89174,0.91495,-386.45228,20.72433,-169.46423,127.62585,14.24915,-169.62428,173.43027,-7.08572,-0.39777,-13.85330,-203.58202,4.18761,-262.79425
1975,38.80042,16.37442,40.79436,5.94948,5.11619,-10.97592,6.26862,-4.10168,-0.03782,-1.22601,-0.00814,10.62436,40.52968,3035.36226,2337.43040,1825.50860,1475.65429,732.93755,718.84558,490.64737,490.33118,301.62932,251.02362,303.91221,94.58743,-312.07938,30.46609,-276.35085,-191.81277,33.63677,43.10466,45.00767,-1.47756,4.61842,30.16050,163.26298,-258.39378,-155.21083,-160.27209,148.61699,-6.33039,90.77485,-108.26634,-16.05503,20.80285,-8.76148,58.01176,106.95530,90.12009,109.14620,-15.90274,-15.73566,-40.39693,84.11980,51.77697,-30.19316,119.04946,-472.47812,149.26037,-134.16467,13.76735,-40.72762,3.62449,-786.47711,112.56567,51.50913,-34.58377,31.22917,49.64211,-31.52018,-93.98054,276.05789,158.04400,-167.61044,1.51109,-5.54566,-258.62562,37.69107,35.00125,42.44569,24.31668,-138.84080,-68.78816,84.33201,3.48236,8.87747,-117.41175,-12.84566,17.85012
1975,39.95566,-65.24944,-7.14140,-6.07109,0.21664,-9.08489,-18.66187,-9.01141,9.75420,-2.46339,-0.35898,4.40930,30.62844,2133.68527,3190.90193,1671.88765,1277.33199,782.96061,593.08686,456.35728,585.20593,309.16480,252.50932,506.46956,5.21912,149.84444,185.00054,-52.11158,-304.37476,33.22615,-22.50910,145.59119,24.21906,11.76054,10.60124,205.95190,-78.13137,-874.11950,-357.42279,326.07030,-51.02462,-13.47302,-65.14709,8.09783,69.33897,42.46309,-250.91516,571.75640,23.43839,78.16831,-35.56104,38.65789,20.67298,149.89417,-99.74705,-51.28272,28.90037,-137.55796,110.37506,2.47758,-35.49482,35.19006,45.57614,-240.27575,-49.48118,-121.40226,-29.05768,17.98849,17.50975,-13.43042,87.33745,136.51828,85.45566,-68.41926,42.06213,-13.53054,307.40692,143.79433,-140.29671,-184.52116,24.94451,75.02552,107.47168,-11.62773,10.41432,73.39003,407.35668,9.87794,188.37435
1975,42.69072,-18.08059,26.24089,-3.72850,16.43365,-6.08254,-4.35834,-5.87367,11.92107,-4.60034,-2.53642,9.77818,57.13542,2619.54824,1390.28209,1919.57582,644.74803,948.31330,576.60487,528.61821,347.65365,358.06036,296.10508,283.74339,-19.65083,8.05096,-539.16304,-30.06889,13.44259,206.10744,-27.23503,43.27718,23.61935,3.91630,-16.67490,109.54872,-119.21352,-242.23535,-337.30176,244.57334,-5.84952,-36.23832,-41.43190,47.42927,18.13306,24.56101,-66.51547,-73.09109,-121.61118,-16.08169,38.33739,-38.48402,39.49156,19.27615,-60.13056,-245.79934,-16.30227,-287.98589,-64.92275,-121.36511,12.40611,20.94527,-19.25069,-508.72503,190.67548,17.38638,-27.49908,22.21286,70.06676,-30.30885,80.40502,158.08762,-217.90681,-28.67628,-55.85545,-15.00011,-77.90288,249.23135,-254.67411,55.12668,40.92800,95.87723,152.96328,44.76120,-12.12818,-49.20176,22.23815,23.99746,-76.59517
1975,40.69920,-75.01560,11.69080,4.63946,4.61610,-4.56297,-6.95904,-15.42932,9.42016,-12.86102,3.81798,8.68868,33.80185,2604.34453,2707.28575,1551.92715,638.76435,652.87637,427.86178,579.81631,325.00678,314.55220,267.54758,196.84429,67.65399,890.44024,-187.68022,-143.74101,-167.68475,26.48457,22.32540,33.81864,-33.73133,29.67893,4.03322,163.65257,7.61721,-398.56522,19.07188,118.34756,13.04178,-59.99312,-23.01911,-38.12181,-0.22863,1.20026,-220.11672,175.32712,-11.23638,54.59130,70.34505,2.62877,47.06501,-10.23996,-35.08550,52.49021,64.37413,-499.92434,41.42441,-181.91272,9.45074,6.98513,15.14024,-356.52058,445.39621,19.74026,24.06544,27.78760,43.77587,-16.61481,246.65682,110.69104,-93.51499,-46.77592,-31.30401,4.72112,130.14690,108.16822,-145.09191,46.85348,25.75159,0.76398,19.94296,-44.83338,-7.45786,16.18420,-149.37242,7.47164,-18.06784
1975,40.64452,-69.88692,1.66394,-9.98796,-6.86924,-18.17633,-4.62839,-10.49378,7.00316,-7.62273,1.49491,10.14160,29.77757,2788.40095,2281.57085,1404.84947,931.10518,495.45991,625.54625,494.11563,549.15998,329.87997,170.66958,309.19809,105.83139,280.89949,-28.07471,-268.39299,-93.00515,1.73053,15.26386,-5.62253,49.93863,-5.75777,-10.26750,139.21011,116.85357,-299.01479,-173.66452,38.52221,-88.43815,-124.75047,-50.41088,-31.73487,-35.45932,-0.66446,-27.95743,-52.21406,-1.89439,91.34161,-10.72437,-69.75216,46.76197,-7.15812,-9.21415,57.76604,192.42367,-291.49061,123.14996,-115.05543,-8.92263,-42.37409,-2.15615,-524.40009,186.40125,-27.71841,-29.90838,-35.12497,141.56776,-21.72579,-140.53026,245.08894,17.79183,-72.79025,-33.42666,-11.74761,417.91865,135.87913,22.12798,48.87263,55.16877,-51.52131,68.76345,32.05418,7.12473,-10.22371,-59.28963,1.84070,-51.89366
1975,42.20037,-28.78828,43.33083,10.87065,-16.53468,17.18399,-11.05749,-4.03642,-0.76932,-12.97908,4.11567,4.60835,31.37656,1427.51206,2347.69647,2034.76299,1211.77231,1433.63869,584.96655,622.31594,622.69111,421.14401,505.04252,304.34283,-26.61834,109.35103,-429.62916,-263.00145,-164.33491,231.33380,92.41002,51.65358,123.32509,0.10100,-18.03403,130.29453,-32.80767,-530.05771,-495.33695,24.14475,190.73271,-15.07414,-64.96432,-59.63187,-6.91462,12.49654,-172.88226,405.71336,-262.25706,71.56597,-36.68971,44.65987,-10.57509,62.39118,-63.12211,-167.35393,99.83993,14.84356,140.38172,71.55276,56.92249,-44.70825,-4.39902,-146.44407,-55.21865,58.72496,65.38261,138.87868,-38.62727,-17.14561,64.49115,37.20092,-99.40644,-73.38994,-134.72976,-31.36211,88.86058,193.77629,-215.51141,94.52664,16.15945,96.31649,152.41919,7.01574,1.53818,76.70357,-116.37311,18.45018,12.10444
1968,42.07883,-31.72393,7.66881,-3.18772,18.24278,-5.61237,-5.93810,-3.07899,12.85485,-8.46141,-0.27771,15.27296,35.69762,3063.63314,1699.31595,1938.04612,656.29500,817.58588,572.49668,505.08814,446.79380,381.82719,323.39621,338.52808,-6.36241,306.34585,66.79142,-212.69132,-53.60488,79.82437,62.02746,35.92225,34.05407,-29.29083,-17.90065,43.40995,-26.87098,-245.36445,-468.58559,97.70761,-26.50037,90.49337,-113.67085,7.48210,-6.86049,-23.11210,-30.40947,272.75065,-41.08711,65.10141,19.95852,76.16943,39.94518,11.12643,4.28459,72.41043,297.31031,-130.74417,80.87048,-1.95847,-2.16857,-13.26773,33.14990,-230.69221,6.56738,38.81966,3.95625,-14.61085,32.65245,-11.57050,125.65642,6.08280,8.17395,-74.47430,-25.24877,-16.14811,-427.98892,19.16758,-102.33101,134.64221,29.88017,-277.85176,109.24705,-48.82530,-12.55992,-23.42575,-149.46331,5.07924,-268.66729
