1929,TRLJGBI128F935F361,Bessie Smith,Nobody Knows You When You're Down And Out,https://api.spotify.com/v1/search?q=Bessie%20Smith%20Nobody%20Knows%20You%20When%20You're%20Down%20And%20Out%20&type=track
1980,TRFBRYW128F92F955D,Au Pairs,Diet,https://api.spotify.com/v1/search?q=Au%20Pairs%20Diet%20&type=track
1953,TRUVASE12903CDC7E0,Eartha Kitt,Angelitos Negros,https://api.spotify.com/v1/search?q=Eartha%20Kitt%20Angelitos%20Negros%20&type=track
1937,TRIHYZK128F931FAFA,Django Reinhardt,Parfum,https://api.spotify.com/v1/search?q=Django%20Reinhardt%20Parfum%20&type=track
1960,TRBUCIY128F422B984,Etta James,At Last,https://api.spotify.com/v1/search?q=Etta%20James%20At%20Last%20&type=track
1940,TREAPSO12903CC6C76,Bukka White,Parchman Farm Blues,https://api.spotify.com/v1/search?q=Bukka%20White%20Parchman%20Farm%20Blues%20&type=track
1980,TRXHIJX128F42325F4,Black Uhuru,World Is Africa,https://api.spotify.com/v1/search?q=Black%20Uhuru%20World%20Is%20Africa%20&type=track
1951,TRPBAQA128F92D061E,Memphis Slim,Mother Earth,https://api.spotify.com/v1/search?q=Memphis%20Slim%20Mother%20Earth%20&type=track
1948,TRSZZPW12903CDE03E,Jimmy Wakely,I Love You So Much It Hurts,https://api.spotify.com/v1/search?q=Jimmy%20Wakely%20I%20Love%20You%20So%20Much%20It%20Hurts%20&type=track
1928,TRFPCQD12903CF21B7,Blind Willie Johnson,It's Nobody's Fault But Mine,https://api.spotify.com/v1/search?q=Blind%20Willie%20Johnson%20It's%20Nobody's%20Fault%20But%20Mine%20&type=track
1970,TRVTTFI128F92FA0E7,Buddy Guy,My Time After Awhile,https://api.spotify.com/v1/search?q=Buddy%20Guy%20My%20Time%20After%20Awhile%20&type=track
1929,TRTQZFS12903CE6FB5,Cannon's Jug Stompers,Walk Right In,https://api.spotify.com/v1/search?q=Cannon's%20Jug%20Stompers%20Walk%20Right%20In%20&type=track
1953,TROWQEN12903CF3F36,Georges Brassens,La cane de Jeanne,https://api.spotify.com/v1/search?q=Georges%20Brassens%20La%20cane%20de%20Jeanne%20&type=track
1930,TRNQWRH128F422A9B1,Leroy Carr,Four Day Rider,https://api.spotify.com/v1/search?q=Leroy%20Carr%20Four%20Day%20Rider%20&type=track
1929,TRWFLRJ12903D0D603,Fats Waller,Ain't Misbehavin',https://api.spotify.com/v1/search?q=Fats%20Waller%20Ain't%20Misbehavin'%20&type=track
1960,TRDCEHG128F428AAB1,Lenny Bruce,The Phone Company,https://api.spotify.com/v1/search?q=Lenny%20Bruce%20The%20Phone%20Company%20&type=track
1929,TRAMOXH128F4259815,Tommy Johnson,Canned heat blues,https://api.spotify.com/v1/search?q=Tommy%20Johnson%20Canned%20heat%20blues%20&type=track
2000,TRSVYZC128F14A5134,28 Days,What You Know,https://api.spotify.com/v1/search?q=28%20Days%20What%20You%20Know%20&type=track
1952,TRDWCVS128F93590BB,Kitty Wells,It Wasn't God Who Made Honky Tonk Angels,https://api.spotify.com/v1/search?q=Kitty%20Wells%20It%20Wasn't%20God%20Who%20Made%20Honky%20Tonk%20Angels%20&type=track
2000,TRMJMWE12903CBEA4B,54 Nude Honeys,Get on the Bus,https://api.spotify.com/v1/search?q=54%20Nude%20Honeys%20Get%20on%20the%20Bus%20&type=track
1937,TRVVRIP128F421E94B,Big Joe Williams,I Won't Be In Hard Luck No More,https://api.spotify.com/v1/search?q=Big%20Joe%20Williams%20I%20Won't%20Be%20In%20Hard%20Luck%20No%20More%20&type=track
1960,TRNVKON12903CA91E4,Hank Locklin,Send Me the Pillow You Dream On,https://api.spotify.com/v1/search?q=Hank%20Locklin%20Send%20Me%20the%20Pillow%20You%20Dream%20On%20&type=track
1951,TRTCTXY12903CE2160,Oscar Brand,Sweet Violets,https://api.spotify.com/v1/search?q=Oscar%20Brand%20Sweet%20Violets%20&type=track
1970,TRIWJHI128F429205C,Brewer & Shipley,Witchi-Tai-To,https://api.spotify.com/v1/search?q=Brewer%20&%20Shipley%20Witchi-Tai-To%20&type=track
1927,TRUUHXS128F4280D0E,Papa Charlie Jackson,Bright Eyes,https://api.spotify.com/v1/search?q=Papa%20Charlie%20Jackson%20Bright%20Eyes%20&type=track
1970,TRNPAGA12903CD3DB5,Alexis Korner,Rosie,https://api.spotify.com/v1/search?q=Alexis%20Korner%20Rosie%20&type=track
1940,TRXKQDC128F427DF06,Lonnie Johnson,Trust Your Husband,https://api.spotify.com/v1/search?q=Lonnie%20Johnson%20Trust%20Your%20Husband%20&type=track
1935,TRVCYFH128F4294B5F,Big Bill Broonzy,Keep Your Hands Off Her,https://api.spotify.com/v1/search?q=Big%20Bill%20Broonzy%20Keep%20Your%20Hands%20Off%20Her%20&type=track
1943,TRWNZBF128F1493786,Osvaldo Pugliese,Mala Junta,https://api.spotify.com/v1/search?q=Osvaldo%20Pugliese%20Mala%20Junta%20&type=track
1990,TRTNDRN128F4257E87,Anthrax,Got The Time,https://api.spotify.com/v1/search?q=Anthrax%20Got%20The%20Time%20&type=track
1928,TRXWWGC12903CDDEA1,Blind Willie Johnson,It's Nobody's Fault But Mine,https://api.spotify.com/v1/search?q=Blind%20Willie%20Johnson%20It's%20Nobody's%20Fault%20But%20Mine%20&type=track
1945,TRKCVOX128F933EF9A,Champion Jack Dupree,Mean Old Frisco,https://api.spotify.com/v1/search?q=Champion%20Jack%20Dupree%20Mean%20Old%20Frisco%20&type=track
1960,TREUSST128F428AAB8,Lenny Bruce,The Palladium,https://api.spotify.com/v1/search?q=Lenny%20Bruce%20The%20Palladium%20&type=track
1960,TRYUEQO128F92DE5CB,Brenda Lee,Sweet Nothin's,https://api.spotify.com/v1/search?q=Brenda%20Lee%20Sweet%20Nothin's%20&type=track
1960,TRKRMTD128F145D521,Cliff Richard And The Shadows,I Love You,https://api.spotify.com/v1/search?q=Cliff%20Richard%20And%20The%20Shadows%20I%20Love%20You%20&type=track
1948,TREHCHY128F4249BCD,Red Foley,Tennessee Saturday Night,https://api.spotify.com/v1/search?q=Red%20Foley%20Tennessee%20Saturday%20Night%20&type=track
2000,TRSLRHV12903CEC475,ARRESTED DEVELOPMENT,If Dey Ask...,https://api.spotify.com/v1/search?q=ARRESTED%20DEVELOPMENT%20If%20Dey%20Ask...%20&type=track
1922,TRSTBUY128F4251203,Barrington Levy,Mandela You're Free,https://api.spotify.com/v1/search?q=Barrington%20Levy%20Mandela%20You're%20Free%20&type=track
1927,TRXTZAK128F423626D,Blind Lemon Jefferson,Broke And Hungry,https://api.spotify.com/v1/search?q=Blind%20Lemon%20Jefferson%20Broke%20And%20Hungry%20&type=track
2000,TRSKXEO128F93049A0,2002,Stella Maris,https://api.spotify.com/v1/search?q=2002%20Stella%20Maris%20&type=track
1960,TRSMWBX12903D01FE9,Hank Thompson,Squaws Along the Yukon,https://api.spotify.com/v1/search?q=Hank%20Thompson%20Squaws%20Along%20the%20Yukon%20&type=track
1980,TRUOBRU128F42325F3,Black Uhuru,Happiness,https://api.spotify.com/v1/search?q=Black%20Uhuru%20Happiness%20&type=track
1951,TRLKEJZ128F427814E,Percy Mayfield,Nightless Lover,https://api.spotify.com/v1/search?q=Percy%20Mayfield%20Nightless%20Lover%20&type=track
1928,TRRZHUE128F933E69F,Furry Lewis,Everybody's Blues,https://api.spotify.com/v1/search?q=Furry%20Lewis%20Everybody's%20Blues%20&type=track
1950,TRFCRNI128F1498609,Bud Powell,Strictly Confidential,https://api.spotify.com/v1/search?q=Bud%20Powell%20Strictly%20Confidential%20&type=track
1926,TRKUNOI128F429F3AF,Blind Lemon Jefferson,Booster Blues,https://api.spotify.com/v1/search?q=Blind%20Lemon%20Jefferson%20Booster%20Blues%20&type=track
2000,TRXOMOZ128F933EBDC,3X Krazy,Twalnut (Feat. Mobb Figgaz),https://api.spotify.com/v1/search?q=3X%20Krazy%20Twalnut%20(Feat.%20Mobb%20Figgaz)%20&type=track
1990,TRGNKGR128F4255D06,Albert Ammons,Chicago In Mind,https://api.spotify.com/v1/search?q=Albert%20Ammons%20Chicago%20In%20Mind%20&type=track
1990,TRJXDVN128F428F4DB,Andy Summers,Innocence Falls Prey,https://api.spotify.com/v1/search?q=Andy%20Summers%20Innocence%20Falls%20Prey%20&type=track
1928,TRVOVTL128F933E6A1,Furry Lewis,Good Looking Girl Blues,https://api.spotify.com/v1/search?q=Furry%20Lewis%20Good%20Looking%20Girl%20Blues%20&type=track
1930,TRNJFDN128F93052A8,Mississippi Sheiks,Sitting On Top Of The World,https://api.spotify.com/v1/search?q=Mississippi%20Sheiks%20Sitting%20On%20Top%20Of%20The%20World%20&type=track
